eventId,title,domains
532,Java Professor,Data science|Java
533,Little Coding,App-dev|ML
534,Plethora Projects,Biology|Cybersecurity|IOT|Physics
535,Division Pro,Biology|Cybersecurity|IOT
536,Nearest Done,Blockchain|Deep Learning
537,Art Professor,Big Data|Kaggle
538,Parameter Projection,Biology|Chemistry|Cybersecurity|Data science|Kaggle
539,Art Getting,Biology|Data science|Deep Learning|Kaggle|Python
540,Low Proofs,App-dev|Python|Web-dev
541,Job Pro,Blockchain|Deep Learning|Java
542,Knowledge Trail,Blockchain|Cybersecurity|Kaggle|Python
543,Plethora Lock,App-dev|Biology|Cybersecurity|Data science|Python
544,Python Kaggle,Chemistry|Networking|Physics
545,Coded Project,App-dev|Chemistry|Deep Learning|Physics|Python
546,Word Acceptance,IOT|Java
547,Prism Project,Cybersecurity|Java
548,Viral Professional,ML|Python
549,Art Proofs,App-dev|Web-dev
550,Virus Done,App-dev|Blockchain|Chemistry|Cybersecurity|Kaggle
551,GitHub Project,Biology|Java|Physics
552,Little Normalisation,Biology|Chemistry|Deep Learning|Kaggle|Python
553,Grasping Coding,Biology|Chemistry|Data science
554,Code Dive,Biology|Chemistry|Kaggle|ML|Python
555,Code Projection,App-dev|Deep Learning|ML
556,Domain Throwing,Deep Learning|Networking|Web-dev
557,Compute Getting,Big Data|Physics
558,Lambda Control,App-dev|Big Data|IOT|Kaggle|Networking
559,Domain Wasted,Big Data|Deep Learning|Networking|Physics|Python
560,Data Last,App-dev|Data science|Deep Learning|Java|Physics
561,Plethora Kaggle,Big Data|Biology|Cybersecurity|Networking|Python
562,Decoding Check,Big Data|Blockchain|Kaggle|ML|Networking
563,Huge Dive,Biology|Chemistry|Data science|Python|Web-dev
564,Replica Odyssey,Blockchain|Chemistry|Cybersecurity|Networking|Python
565,Lesson Getting,Cybersecurity|Java|Kaggle
566,Parameter Understanding,Data science|Web-dev
567,Assumptions Wastes,Big Data|Biology|Chemistry|Data science|Python
568,Viral Calls,App-dev|Biology|Web-dev
569,Understanding Understanding,Big Data|Java|Networking
570,Data Proofs,App-dev|Biology|Python
571,Compute Done,Big Data|Biology|Deep Learning|Kaggle
572,Art Done,Biology|IOT|ML|Physics|Python
573,Viral Chemistry,App-dev|Biology|Kaggle|Physics
574,Nearest Sea,Big Data|Kaggle|ML|Physics|Web-dev
575,Writing Speed,Biology|Blockchain|Chemistry|Kaggle|Web-dev
576,Coding Trail,Big Data|Cybersecurity|IOT
577,Applied Check,Chemistry|Deep Learning|IOT
578,Reading Speed,IOT|ML
579,Grasping Check,App-dev|Big Data|Data science|Kaggle
580,Prism Wasted,Blockchain|Chemistry|Deep Learning|Networking|Physics
581,Learning Getting,Big Data|Python|Web-dev
582,Easy Proofs,Big Data|Biology|IOT|Kaggle
583,High Pro,Big Data|Java|Physics|Web-dev
584,Prism Lock,App-dev|Networking|Web-dev
585,Intelligent Throwing,Blockchain|Physics
586,Java Story,Blockchain|Networking
587,Coding Chemistry,Deep Learning|Networking
588,Understanding Profession,Big Data|Data science|Deep Learning
589,Lambda Study,App-dev|Cybersecurity|Kaggle|Python
590,Java Exhaled,Big Data|Java|Physics
591,Job Project,Deep Learning|IOT|Networking
592,Coded Wasted,Chemistry|Deep Learning|Java|Physics
593,Nearest Trail,Chemistry|Data science|Kaggle|ML|Physics
594,Network Lock,Big Data|Biology
595,Prism Professional,Big Data|Cybersecurity|Kaggle|Physics
596,Learning Running,Data science|Web-dev
597,Assumptions Getting,App-dev|Data science|Deep Learning|Networking|Python
598,Huge Running,Chemistry|Deep Learning|Physics
599,Coded Pro,Biology|Cybersecurity|ML
600,Knowledge Done,App-dev|ML
601,Easy Wastes,App-dev|Big Data|Chemistry|Cybersecurity
602,Virus Lock,Data science|Kaggle|Physics
603,Grasping Proofs,App-dev|Deep Learning|IOT
604,Network Reaction,Java|Kaggle|Python
605,Division Dive,App-dev|Cybersecurity|Java|Kaggle|ML
606,Viral Kaggle,App-dev|Blockchain|Cybersecurity|Kaggle|Networking
607,Network Profession,App-dev|Cybersecurity|IOT|Java|Web-dev
608,Prism Throwing,Data science|ML
609,GitHub Sea,Big Data|Web-dev
610,Decoding Calls,ML|Networking
611,Kaggle Ocean,Chemistry|Data science|IOT|ML|Python
612,Factual Project,Cybersecurity|ML|Python
613,Nearest Getting,App-dev|ML|Networking|Physics|Python
614,Square Coding,Big Data|Chemistry|Python
615,Job Professional,Blockchain|Cybersecurity|Deep Learning|Networking|Web-dev
616,Features Odyssey,Cybersecurity|Data science|Deep Learning|Networking|Physics
617,Network Understanding,Cybersecurity|Java|Kaggle
618,Assumptions Profession,Deep Learning|Python
619,Job Wastes,Biology|Chemistry|Data science|Python
620,Code Length,App-dev|Cybersecurity|Physics
621,Intelligent Then,App-dev|Biology|Cybersecurity|IOT|ML
622,Features Control,Deep Learning|IOT|Kaggle
623,Low Ocean,Biology|Chemistry|Deep Learning|Kaggle|ML
624,Writing Room,Big Data|Chemistry|Deep Learning|ML|Web-dev
625,Division Lock,Deep Learning|Java|ML
626,Parameter Speed,ML|Web-dev
627,Lambda Professional,Big Data|Chemistry|Java|Web-dev
628,Writing Lake,Deep Learning|ML|Networking|Python
629,Reading First,Big Data|Chemistry|Kaggle|Python|Web-dev
630,Java Control,Blockchain|Python
631,Factual Room,Biology|IOT|Networking|Web-dev
632,Computer Check,Biology|Blockchain
633,Easy Kaggle,Blockchain|Deep Learning|Kaggle|Python
634,Viral Done,App-dev|Chemistry|Data science|Java|Kaggle
635,Factual Understanding,Big Data|Chemistry
636,Freedom Proofs,Blockchain|Physics
637,GitHub Length,Big Data|Biology|Deep Learning|Kaggle
638,Secure Understanding,App-dev|Physics
639,Word Lake,App-dev|Kaggle|Web-dev
640,Division Trail,App-dev|Biology|Cybersecurity|Java
641,Code Calls,Biology|Chemistry|Kaggle|Networking|Web-dev
642,Plethora Calls,Big Data|Biology|Blockchain|Physics|Python
643,Coded Getting,App-dev|Biology|Blockchain|Chemistry|Data science
644,Understanding Project,Kaggle|Web-dev
645,Computer Projects,App-dev|Big Data|IOT|Networking
646,Code Coding,IOT|ML
647,Virus Calls,App-dev|Java|Kaggle|Python|Web-dev
648,Understanding Kaggle,Blockchain|Chemistry|Java|ML|Web-dev
649,Domain Speed,Biology|Cybersecurity|Data science|Deep Learning|Web-dev
650,Coded Chemistry,Biology|Cybersecurity|Deep Learning|ML
651,Little Calls,App-dev|Deep Learning|IOT|Python|Web-dev
652,Lambda Reaction,Cybersecurity|IOT|Kaggle|ML
653,Huge Last,Java|Kaggle
654,Grasping Professional,Big Data|Chemistry|Kaggle|Physics
655,GitHub Projection,Deep Learning|Kaggle|ML|Python
656,Java Reaction,Big Data|Networking
657,Factual Done,Cybersecurity|Kaggle
658,Code First,Big Data|Biology|Deep Learning|Java|Kaggle
659,Low Throwing,ML|Python
660,Easy Exhaled,Blockchain|Data science|ML|Networking
661,Applied Lock,App-dev|Blockchain|IOT
662,Viral Lock,App-dev|Java|Networking
663,Replica Understanding,Data science|Java
664,GitHub Throwing,Biology|Data science|Physics
665,Prism Calls,App-dev|Biology|Networking
666,Job Chemistry,App-dev|Big Data|Chemistry|Kaggle|Web-dev
667,Kaggle Professor,Biology|Cybersecurity|Data science|Java|Networking
668,Little Exhaled,App-dev|Big Data|Data science|Kaggle
669,Word Study,Data science|ML|Physics
670,Little Proofs,Cybersecurity|Networking
671,Coded Professional,Big Data|Chemistry|Deep Learning|ML|Web-dev
672,Coding Story,Big Data|Chemistry|Web-dev
673,High Proofs,Cybersecurity|Deep Learning|Networking|Python
674,Lambda Ocean,Java|ML
675,Computer Understanding,Kaggle|ML
676,Network Chemistry,Blockchain|Web-dev
677,Features Professor,Biology|Cybersecurity|IOT|Java|Kaggle
678,Leve First,Data science|Deep Learning|IOT|Physics
679,GitHub Wastes,Big Data|Deep Learning|ML
680,GitHub Proofs,App-dev|Big Data|Chemistry|IOT
681,Domain Last,App-dev|Biology|Data science
682,Java Projects,Blockchain|IOT|Kaggle|Physics|Python
683,Little Kaggle,App-dev|Big Data|Biology|Physics
684,Replica Professor,Networking|Physics
685,Features Projection,Networking|Python
686,Division Coding,Blockchain|Data science|IOT|Web-dev
687,Coded Professor,Biology|Cybersecurity|Java|ML
688,Recommend Ocean,Blockchain|ML|Networking
689,Domain Kaggle,Kaggle|Python
690,Features Speed,Blockchain|Deep Learning|ML
691,Compute Projects,App-dev|Data science|Deep Learning|Networking|Python
692,Data Professional,Cybersecurity|IOT|Kaggle|Web-dev
693,Understanding Reaction,Physics|Web-dev
694,Nearest Exhaled,App-dev|Biology|Cybersecurity|IOT|Python
695,Learning Odyssey,Data science|Python
696,Coded Coding,Chemistry|Kaggle|Networking|Physics
697,Knowledge Pro,Chemistry|Physics
698,Art Room,Biology|IOT
699,Data Professor,Data science|Deep Learning|IOT|Java
700,Kaggle Calls,Blockchain|Chemistry|Data science|Networking|Physics
701,Kaggle Professional,Data science|Deep Learning|Web-dev
702,Computer First,Cybersecurity|IOT|Networking
703,Viral Throwing,Chemistry|Deep Learning|Java|Physics|Web-dev
704,Java Throwing,Biology|Cybersecurity|Data science|Python|Web-dev
705,Code Proofs,Data science|Python
706,Huge Wastes,App-dev|Big Data|Deep Learning|Kaggle
707,Writing Odyssey,App-dev|Chemistry|Deep Learning|Networking|Web-dev
708,Easy Check,Biology|Data science|Java|Kaggle|Python
709,Prism Ocean,Cybersecurity|ML
710,Regular Throwing,App-dev|Kaggle|Physics
711,Nearest Kaggle,Big Data|Biology
712,Data Trail,Biology|Chemistry|Java|Networking|Python
713,Huge Lake,Biology|IOT|Python
714,Prism Projection,Physics|Web-dev
715,Replica Length,Big Data|Physics|Web-dev
716,Network Last,App-dev|Java|Python
717,Applied Ocean,Biology|IOT|Java|ML
718,Virus Projection,Big Data|Deep Learning|Java
719,Decoding Professor,Data science|Kaggle|Networking|Physics
720,Grasping Room,Big Data|Cybersecurity|Data science|Deep Learning|Physics
721,Art Wastes,Big Data|Chemistry|Web-dev
722,Intelligent Dive,Biology|IOT|Networking|Physics
723,Job Check,Biology|Data science
724,Prism Profession,IOT|Networking
725,Writing Then,Data science|Deep Learning|Networking|Web-dev
726,Python Study,App-dev|Big Data|Chemistry|Physics
727,Prism Check,App-dev|Kaggle
728,Grasping Then,Big Data|Cybersecurity|Java|Python
729,Recommend Last,Biology|Blockchain|Cybersecurity|Networking|Physics
730,Coding Wastes,App-dev|Chemistry|Data science|Deep Learning
731,Understanding Normalisation,Big Data|Cybersecurity|Data science|ML
732,Leve Project,Blockchain|Chemistry|Networking|Python
733,Division Last,Biology|Kaggle
734,Learning Then,Biology|Python|Web-dev
735,Features Trail,Blockchain|Data science|Java
736,Computer Throwing,Data science|Deep Learning|IOT|Kaggle
737,Assumptions Exhaled,IOT|Kaggle|ML|Python
738,Network Wasted,App-dev|IOT|Web-dev
739,Reading Control,App-dev|Kaggle
740,Domain Lock,Java|Networking
741,Lesson Normalisation,Big Data|Deep Learning|Physics|Web-dev
742,Writing Story,App-dev|Blockchain|Cybersecurity|ML|Physics
743,Freedom Check,Blockchain|Data science|Physics
744,Intelligent Wasted,Chemistry|Deep Learning|ML|Physics|Web-dev
745,Lambda Then,Big Data|Cybersecurity
746,Secure First,Deep Learning|Networking
747,Python Odyssey,Biology|Java|Kaggle|Networking
748,Kaggle Then,Cybersecurity|IOT|Java
749,Leve Length,Blockchain|Data science|Python
750,Knowledge Getting,Biology|Chemistry|Java|ML
751,Python Retention,Biology|Kaggle|ML|Physics|Python
752,Data First,Cybersecurity|Deep Learning|Kaggle|ML|Web-dev
753,Features Done,Biology|Blockchain|Cybersecurity|Kaggle
754,Kaggle Retention,Chemistry|Cybersecurity|Deep Learning
755,Art Projects,Biology|Chemistry|Deep Learning|Networking
756,Regular Room,Chemistry|Physics
757,Learning Lake,IOT|ML
758,Word Project,Biology|Java|ML
759,Identify Professor,App-dev|Cybersecurity|Physics
760,Network Ocean,App-dev|Big Data|Blockchain|Deep Learning
761,Word Done,Big Data|Data science|Networking|Physics|Python
762,Job Done,IOT|Physics
763,Factual Acceptance,App-dev|IOT|Python
764,Leve Profession,Biology|Data science
765,Java Last,App-dev|Big Data|Blockchain|Data science|Python
766,Plethora Then,Biology|Deep Learning|ML
767,Coded Then,Blockchain|Data science|Java|Python
768,Huge Room,Big Data|Physics|Web-dev
769,Grasping Profession,Chemistry|Data science|Python
770,Low Normalisation,Cybersecurity|Kaggle|Networking|Physics|Web-dev
771,Data Projection,Big Data|Biology|Networking
772,Applied Running,Big Data|IOT|ML
773,Virus Reaction,Blockchain|Chemistry|Java|Kaggle|Web-dev
774,Data Lock,Blockchain|Chemistry|ML|Python
775,Parameter Proofs,App-dev|Blockchain|Cybersecurity|Java|Kaggle
776,Low Kaggle,Blockchain|Cybersecurity|Data science|Physics|Python
777,Huge Pro,Biology|Web-dev
778,Division Check,Blockchain|Cybersecurity|Kaggle
779,Replica Story,App-dev|Biology|Cybersecurity|IOT
780,Plethora Chemistry,Biology|Kaggle|Networking|Physics
781,Parameter Kaggle,Cybersecurity|Data science|IOT|Java|Kaggle
782,Job Wasted,Biology|IOT|Kaggle|Python|Web-dev
783,Decoding Throwing,ML|Python
784,Easy Pro,Chemistry|Cybersecurity|IOT|Java|Web-dev
785,Parameter Wastes,Chemistry|ML|Networking
786,Java Done,Cybersecurity|Deep Learning|Kaggle|Python|Web-dev
787,Prism Retention,Java|Kaggle
788,Computer Story,App-dev|Biology|Blockchain|Deep Learning|Web-dev
789,Lambda Last,Biology|Chemistry|Kaggle|ML|Physics
790,Huge Professor,Chemistry|IOT
791,Lambda Exhaled,Big Data|Chemistry|Cybersecurity|Deep Learning|Kaggle
792,Factual Running,Blockchain|IOT|Networking
793,Domain Check,Java|Kaggle|Web-dev
794,Prism Dive,Chemistry|Kaggle
795,Freedom Control,Blockchain|Cybersecurity|ML|Physics
796,Square Retention,Biology|Cybersecurity
797,Word Wastes,Deep Learning|Web-dev
798,Computer Projection,Big Data|Data science|Python
799,Learning Exhaled,App-dev|Python
800,Recommend Story,Big Data|Java|Networking|Physics|Python
801,Division Project,App-dev|Big Data|Biology|Data science|Python
802,Lambda Length,App-dev|Biology|Cybersecurity|Java
803,Division Sea,App-dev|Big Data|Biology|Java|Networking
804,Art Coding,App-dev|Chemistry|ML
805,Compute Wasted,Chemistry|IOT|ML
806,Lambda Trail,Big Data|Cybersecurity|ML
807,Easy Acceptance,Data science|Deep Learning|IOT|Java|Physics
808,Reading Last,Chemistry|IOT
809,Writing Projection,Blockchain|Cybersecurity|Data science|Deep Learning|Networking
810,Nearest Profession,Biology|Data science|Deep Learning|IOT|Java
811,Little Acceptance,Blockchain|Cybersecurity|Data science|ML
812,Intelligent Kaggle,Data science|Deep Learning|Python|Web-dev
813,Reading Wastes,Big Data|ML
814,Factual Study,Big Data|Data science|Deep Learning|IOT|ML
815,Lambda Project,Chemistry|Data science|Kaggle
816,Data Ocean,Big Data|ML|Physics|Python|Web-dev
817,GitHub Chemistry,Big Data|Cybersecurity|Deep Learning|IOT|Web-dev
818,Knowledge Projection,Biology|Data science|IOT|Physics
819,Compute Then,Biology|Data science|Kaggle|ML|Python
820,Division Exhaled,Blockchain|Deep Learning
821,Prism Getting,Chemistry|Data science|Python|Web-dev
822,Network Then,App-dev|Big Data|Deep Learning|Web-dev
823,Lambda Professor,App-dev|Biology|Blockchain|Chemistry|Physics
824,Little Profession,Cybersecurity|Deep Learning|Java|Physics
825,Understanding Last,Data science|Kaggle|Python|Web-dev
826,Understanding Lock,Data science|Deep Learning|Web-dev
827,Lesson Wastes,Chemistry|Kaggle|ML|Physics|Python
828,Compute Normalisation,App-dev|Big Data|Biology|Data science|ML
829,Square Pro,App-dev|Chemistry|Cybersecurity|Deep Learning
830,Domain Control,Chemistry|Networking
831,Leve Reaction,Blockchain|Deep Learning|Physics|Python
832,Lambda Coding,Big Data|Java|Physics|Python|Web-dev
833,Grasping Projects,Blockchain|Data science|IOT|Kaggle
834,Nearest Throwing,App-dev|Biology|Chemistry|Data science|Web-dev
835,Domain Ocean,Biology|Blockchain|Java
836,Knowledge Dive,Chemistry|Kaggle|Networking
837,Prism Acceptance,Big Data|Biology
838,Intelligent Proofs,Big Data|Data science
839,Factual Chemistry,Chemistry|Data science|Deep Learning
840,Little Trail,Deep Learning|Java|ML
841,Grasping Normalisation,App-dev|Cybersecurity|Deep Learning|ML
842,Plethora Check,App-dev|Biology|Blockchain|Chemistry|Deep Learning
843,Identify Pro,Big Data|IOT
844,Prism Understanding,Big Data|Cybersecurity|Kaggle
845,Viral Story,Biology|Blockchain|Data science|Physics
846,Huge Normalisation,Big Data|Chemistry|Deep Learning
847,Decoding Lake,Big Data|Chemistry|Physics
848,Job Dive,Java|Kaggle|Physics|Python|Web-dev
849,Prism Proofs,Data science|Physics|Web-dev
850,High Kaggle,Big Data|IOT
851,Assumptions Odyssey,Chemistry|Deep Learning
852,Kaggle Check,Data science|IOT|Physics|Web-dev
853,Writing Understanding,Physics|Python
854,Lambda Done,Cybersecurity|Java
855,Replica Room,Big Data|Chemistry|Deep Learning|ML
856,High Professional,App-dev|IOT|Java|Kaggle|Networking
857,Plethora Wastes,Biology|Blockchain|ML|Physics|Python
858,Applied Kaggle,Cybersecurity|Data science|Java
859,Lesson Acceptance,Blockchain|Java|Networking
860,Easy Retention,Blockchain|Cybersecurity|Java
861,Huge Projection,Biology|Cybersecurity|Java|Kaggle|Web-dev
862,Art Story,App-dev|Java
863,Knowledge Reaction,App-dev|Cybersecurity|Physics
864,Factual Control,Blockchain|Chemistry|Data science|Web-dev
865,Regular Speed,Biology|Data science|Python
866,Low Calls,Blockchain|Chemistry|Physics
867,Network Getting,App-dev|Java|Physics|Python|Web-dev
868,GitHub Speed,Biology|ML|Physics
869,Applied Exhaled,Big Data|Chemistry|Web-dev
870,Word Profession,Chemistry|Web-dev
871,Square First,Biology|Cybersecurity|Java|Kaggle|Python
872,Lambda Proofs,App-dev|Big Data|Blockchain|Chemistry
873,Viral Check,Deep Learning|ML
874,Job Reaction,Big Data|ML
875,Coding Running,Big Data|ML|Physics|Web-dev
876,High Ocean,Java|Kaggle|Physics
877,Huge Coding,IOT|Networking
878,Art Trail,Biology|Chemistry|Data science|Deep Learning|Networking
879,Prism Chemistry,Big Data|Blockchain|Data science
880,Viral Normalisation,Chemistry|Deep Learning
881,Identify Project,App-dev|IOT|Java|Networking|Web-dev
882,Nearest Last,Blockchain|Java|Kaggle
883,Nearest Pro,App-dev|Data science|Java|Kaggle
884,Virus Normalisation,Cybersecurity|Data science|Kaggle|Physics|Python
885,Factual Ocean,App-dev|Java
886,Viral Wastes,App-dev|Big Data|Physics
887,Word Professor,App-dev|Deep Learning|Physics
888,GitHub Retention,Big Data|Chemistry
889,Division Wastes,Biology|Data science|Physics|Python
890,Regular Projects,App-dev|Data science
891,Plethora Projection,ML|Web-dev
892,Learning Projects,Blockchain|IOT|Java|ML
893,Compute Trail,Big Data|Data science|Physics
894,Leve Study,Blockchain|Java
895,Replica Study,App-dev|Blockchain|Deep Learning|Java|Networking
896,Regular Professor,Blockchain|IOT
897,Low Professional,Chemistry|Java|Networking
898,Domain Sea,Big Data|Biology
899,Understanding Professional,Cybersecurity|Java
900,Prism Done,Chemistry|Cybersecurity|Data science|Kaggle|Python
901,Coding Project,App-dev|Biology|Blockchain|Java|Kaggle
902,Knowledge Sea,Cybersecurity|Deep Learning|Kaggle|Python
903,High Trail,App-dev|Biology|Blockchain|Chemistry|IOT
904,Lambda Projects,App-dev|Kaggle|Physics|Web-dev
905,Assumptions Throwing,Big Data|ML
906,Huge First,IOT|Kaggle|Networking|Python
907,Computer Ocean,App-dev|Biology|Cybersecurity|ML
908,Intelligent Getting,Biology|Cybersecurity
909,Data Control,Kaggle|Networking
910,Square Wastes,Big Data|Biology|Data science|Java|Physics
911,High Then,IOT|Networking|Physics
912,Network Check,Blockchain|Deep Learning|Physics
913,Lesson Story,App-dev|Deep Learning|Kaggle|Networking|Python
914,Word Story,Biology|Chemistry|Web-dev
915,Compute Retention,Networking|Physics
916,Applied Chemistry,Deep Learning|Kaggle|ML
917,Identify Wastes,Data science|ML
918,Regular Dive,App-dev|IOT|Kaggle
919,Network Dive,Chemistry|IOT|Web-dev
920,Reading Professor,Biology|Chemistry
921,Viral Retention,Chemistry|Data science|ML|Networking
922,Leve Then,App-dev|ML|Physics
923,Factual Story,Cybersecurity|Kaggle
924,Understanding Sea,Big Data|Data science|Kaggle|ML|Networking
925,Java Lake,App-dev|Big Data|Biology|IOT|Java
926,Assumptions Done,App-dev|Chemistry|Data science|Java|Web-dev
927,Applied Calls,Blockchain|Chemistry|Kaggle|Python|Web-dev
928,Leve Control,App-dev|Chemistry|Cybersecurity|Networking|Web-dev
929,Virus Last,App-dev|Chemistry|Cybersecurity|Data science|ML
930,Word Running,Biology|Cybersecurity
931,Python Chemistry,Blockchain|Physics
932,Knowledge Control,App-dev|Deep Learning|Python
933,Decoding Acceptance,Data science|Kaggle
934,Regular Sea,Big Data|Data science|IOT|Web-dev
935,Compute Last,App-dev|Data science|Java|Kaggle
936,Easy Project,Cybersecurity|Deep Learning
937,Code Understanding,Chemistry|Java|Kaggle|Physics|Python
938,Writing Proofs,Biology|Chemistry|Data science|IOT
939,Prism Reaction,Cybersecurity|Java
940,Square Trail,App-dev|Biology|Blockchain|Java
941,Recommend Trail,Big Data|Blockchain|Cybersecurity|Deep Learning
942,Huge Then,Cybersecurity|Data science|Kaggle
943,Leve Check,Deep Learning|ML|Python|Web-dev
944,Kaggle Story,Biology|IOT|Java|ML
945,Decoding Dive,Data science|Deep Learning|Kaggle|ML|Web-dev
946,Replica Lock,Cybersecurity|Java|Kaggle|Python|Web-dev
947,Easy Throwing,Big Data|Web-dev
948,Reading Check,Deep Learning|Java
949,Huge Project,Blockchain|IOT|Python|Web-dev
950,Low Odyssey,Kaggle|ML|Physics
951,Computer Length,Big Data|Blockchain|Chemistry|Networking
952,Regular First,Big Data|Blockchain|Web-dev
953,Reading Understanding,Chemistry|Cybersecurity|IOT|ML|Python
954,Identify First,App-dev|Blockchain|Chemistry|ML
955,Data Coding,Cybersecurity|Web-dev
956,GitHub Getting,Blockchain|Chemistry|Web-dev
957,Computer Wasted,Blockchain|IOT|Web-dev
958,Division Then,App-dev|Chemistry|Cybersecurity|Data science|Python
959,Secure Ocean,Biology|Deep Learning
960,Square Professor,Chemistry|Deep Learning
961,Data Chemistry,Big Data|IOT|Java|Python|Web-dev
962,Parameter Study,Chemistry|IOT
963,Grasping Exhaled,Biology|Chemistry|ML
964,Coded Room,Big Data|Cybersecurity
965,Learning Dive,Big Data|Blockchain|Deep Learning
966,GitHub Story,Blockchain|Cybersecurity|ML|Python|Web-dev
967,Compute Throwing,Blockchain|Data science|Kaggle|Physics|Python
968,Intelligent Professor,Biology|Web-dev
969,Recommend Professional,Blockchain|Chemistry|Python
970,Kaggle Lock,Big Data|Biology|Cybersecurity|Physics
971,Art Project,App-dev|Biology|Deep Learning|ML|Python
972,Computer Wastes,Big Data|Java|Python
973,Recommend Projection,Big Data|Blockchain|IOT|Python|Web-dev
974,Prism Projects,App-dev|Kaggle
975,Reading Dive,Cybersecurity|IOT|Python|Web-dev
976,Knowledge Room,Big Data|IOT|Kaggle|Networking|Web-dev
977,Regular Exhaled,Big Data|Kaggle|ML|Python|Web-dev
978,Plethora Understanding,App-dev|Cybersecurity|Deep Learning|Kaggle
979,Regular Wastes,Biology|Cybersecurity|Kaggle|Python|Web-dev
980,Little Reaction,Big Data|Python
981,Identify Length,Biology|Blockchain|Java|ML|Python
982,GitHub Understanding,App-dev|ML|Networking|Physics|Web-dev
983,Square Lake,Blockchain|Deep Learning|ML|Networking|Web-dev
984,Leve Calls,Java|Networking|Physics
985,Code Throwing,Data science|Kaggle|ML|Physics
986,Lesson Done,Cybersecurity|Deep Learning|Networking|Physics|Web-dev
987,Coded Study,Big Data|Blockchain|Cybersecurity|Data science|Deep Learning
988,Virus Then,App-dev|Biology|Deep Learning|IOT|Kaggle
989,Secure Dive,App-dev|Chemistry|IOT|Java
990,Assumptions Dive,Big Data|IOT|ML|Physics
991,Lesson Control,Big Data|Blockchain
992,Grasping Trail,App-dev|Big Data|Blockchain|Cybersecurity|Python
993,Computer Study,Big Data|Blockchain
994,Art Sea,App-dev|Big Data|Cybersecurity|Data science
995,Intelligent Acceptance,App-dev|Data science|Kaggle|Networking
996,Factual Proofs,Biology|Cybersecurity|Deep Learning|Networking
997,Parameter Sea,App-dev|Chemistry
998,Identify Last,Big Data|Cybersecurity
999,Reading Then,Big Data|Biology|Cybersecurity|Java|Web-dev
1000,Lesson Room,Blockchain|Kaggle|Physics|Web-dev
1001,Kaggle Sea,Java|Python
1002,Secure Project,IOT|Java
1003,Coded Length,Deep Learning|ML
1004,Little Running,App-dev|Big Data|Biology|Physics
1005,Assumptions Projects,IOT|Web-dev
1006,Java Profession,Deep Learning|IOT
1007,Writing Throwing,Big Data|Chemistry|Cybersecurity|ML
1008,Java Understanding,Biology|Blockchain|Chemistry|IOT|Kaggle
1009,Python Story,Big Data|Biology
1010,Plethora Wasted,Big Data|Chemistry|Deep Learning|Web-dev
1011,Code Retention,Biology|Deep Learning|ML|Networking
1012,Coding Check,Deep Learning|IOT|Networking
1013,Applied Wastes,Data science|Physics
1014,Huge Projects,Biology|ML|Physics|Web-dev
1015,Replica Normalisation,App-dev|Biology|Physics
1016,Nearest Control,Blockchain|Data science|IOT|Networking
1017,Division Done,Big Data|Chemistry|ML|Physics
1018,Writing Normalisation,Big Data|Physics|Python|Web-dev
1019,Coding Reaction,Blockchain|Data science|IOT|Networking
1020,Nearest Projection,Biology|Blockchain|Deep Learning|Python
1021,Leve Kaggle,App-dev|Chemistry|Networking|Physics
1022,Freedom Sea,Blockchain|Data science|IOT
1023,Decoding Study,Physics|Web-dev
1024,Regular Done,Biology|Data science|Physics
1025,Reading Chemistry,App-dev|Big Data|Blockchain|Chemistry|Deep Learning
1026,Factual Professor,Big Data|Blockchain|Networking
1027,Grasping Acceptance,Big Data|Chemistry|Deep Learning|IOT|Java
1028,Lesson Exhaled,Blockchain|ML
1029,Java Normalisation,App-dev|Big Data|Cybersecurity|Deep Learning
1030,Recommend Retention,Biology|Deep Learning|Networking
1031,Leve Professor,Chemistry|IOT|Kaggle|Python|Web-dev
1032,Secure Proofs,Deep Learning|ML|Physics|Python
1033,Factual Last,App-dev|Cybersecurity|IOT|Java|ML
1034,Freedom Ocean,Chemistry|IOT
1035,Little Lock,Big Data|Cybersecurity|Data science|IOT|Java
1036,Features Lock,Deep Learning|IOT
1037,Decoding Professional,ML|Web-dev
1038,Java Wastes,Kaggle|Python
1039,Recommend Control,Big Data|Data science|IOT
1040,Prism Story,Big Data|Kaggle|Networking|Physics
1041,Parameter Exhaled,App-dev|Biology|IOT|Web-dev
1042,Recommend Sea,Kaggle|Networking
1043,GitHub Kaggle,App-dev|Chemistry|Data science|ML|Networking
1044,High Normalisation,Networking|Python
1045,Regular Length,Deep Learning|ML|Networking
1046,Writing Last,Cybersecurity|Deep Learning|Networking
1047,Square Lock,Big Data|Data science|ML|Physics|Web-dev
1048,Identify Dive,Java|Python
1049,Computer Room,App-dev|Cybersecurity|Data science|Python
1050,Division Normalisation,Java|Physics|Python
1051,Applied Story,Chemistry|Data science|Python
1052,Replica Acceptance,Big Data|Deep Learning|Java|Kaggle|Web-dev
1053,Domain Story,Big Data|Physics
1054,Intelligent Trail,App-dev|Big Data|Java
1055,Lambda Dive,Biology|Blockchain|Physics
1056,Plethora Lake,Big Data|Cybersecurity|ML|Python
1057,High Getting,Kaggle|ML|Networking|Web-dev
1058,Network Lake,Biology|Data science|IOT|Java
1059,Data Dive,Data science|Java|Networking
1060,Coding Getting,Chemistry|ML
